cow_id,breed,rumination_time,avg_lameness,estrus_sign,estrus_status,ax,ay,az,gx,gy,gz,step_count,health_status,label
cow_12,Cross Breed,500,1.94,mounting_others,in_estrus,0.35,-0.46,0.05,4.74,2.65,5.24,35,healthy,healthy_in_estrus
cow_9,Normal Breed,308,0.98,none,not_in_estrus,-0.68,0.25,0.44,0.16,2.13,0.26,6,unhealthy,unhealthy_not_in_estrus
cow_20,Cross Breed,501,1.39,none,not_in_estrus,-0.8,0.15,-0.52,0.52,1.37,0.85,9,healthy,healthy_not_in_estrus
cow_19,Normal Breed,565,1.07,none,not_in_estrus,0.43,-0.29,-0.27,2.65,-1.58,-2.46,7,healthy,healthy_not_in_estrus
cow_18,Normal Breed,556,1.61,none,not_in_estrus,0.63,-0.7,0.15,-0.41,0.24,-0.14,10,healthy,healthy_not_in_estrus
cow_7,Normal Breed,443,0.58,standing_mount,in_estrus,2.53,0.89,0.89,-2.4,-6.4,-7.64,37,healthy,healthy_in_estrus
cow_11,Normal Breed,147,1.68,none,not_in_estrus,-0.68,1.08,-0.2,-0.78,-0.61,-0.63,7,unhealthy,unhealthy_not_in_estrus
cow_15,Cross Breed,108,1.24,bellowing,in_estrus,-0.24,0.52,-1.11,7.56,-1.24,-0.29,20,unhealthy,unhealthy_in_estrus
cow_20,Normal Breed,491,0.55,restless,in_estrus,0.36,0.34,-1.64,-7.87,9.43,-0.03,20,healthy,healthy_in_estrus
cow_11,Cross Breed,210,1.11,none,not_in_estrus,-0.01,0.7,0.09,2.12,2.73,-1.9,10,unhealthy,unhealthy_not_in_estrus
cow_19,Cross Breed,423,3.59,none,not_in_estrus,0.01,-0.67,-0.01,0.31,-0.64,0.44,7,unhealthy,unhealthy_not_in_estrus
cow_15,Cross Breed,459,4.26,none,not_in_estrus,-0.91,-0.22,0.01,0.48,1.77,0.03,8,unhealthy,unhealthy_not_in_estrus
cow_15,Normal Breed,162,1.75,restless,in_estrus,-1.62,-0.37,1.41,1.53,5.39,0.29,24,unhealthy,unhealthy_in_estrus
cow_14,Cross Breed,373,0.88,standing_mount,in_estrus,-0.87,-0.74,0.47,1.23,-6.77,-2.85,20,healthy,healthy_in_estrus
cow_19,Cross Breed,430,2.85,none,not_in_estrus,-0.56,1.18,0.4,-0.56,-1.13,0.9,8,unhealthy,unhealthy_not_in_estrus
cow_15,Cross Breed,584,4.64,none,not_in_estrus,-0.35,0.64,-0.37,0.3,-0.62,0.07,9,unhealthy,unhealthy_not_in_estrus
cow_14,Normal Breed,478,1.3,none,not_in_estrus,-0.05,0.38,-0.25,-1.7,0.46,-0.79,5,healthy,healthy_not_in_estrus
cow_2,Normal Breed,401,4.29,restless,in_estrus,0.38,0.09,0.72,-1.02,1.12,-4.2,33,unhealthy,unhealthy_in_estrus
cow_11,Normal Breed,292,1.65,none,not_in_estrus,0.14,0.47,-0.08,-1.23,1.01,-0.66,7,unhealthy,unhealthy_not_in_estrus
cow_20,Cross Breed,504,1.71,none,not_in_estrus,-0.06,-0.49,-0.51,0.86,-0.82,-0.52,10,healthy,healthy_not_in_estrus
cow_5,Normal Breed,474,1.54,none,not_in_estrus,-0.59,0.19,-0.18,-0.33,1.55,-0.37,6,healthy,healthy_not_in_estrus
cow_4,Normal Breed,474,0.81,restless,in_estrus,-2.02,0.17,1.02,-2.4,1.06,-4.83,40,healthy,healthy_in_estrus
cow_11,Normal Breed,180,1.84,none,not_in_estrus,-0.36,0.46,-0.61,2.66,1.6,-0.36,10,unhealthy,unhealthy_not_in_estrus
cow_17,Cross Breed,502,0.58,none,not_in_estrus,-0.44,0.4,-0.05,0.11,0.19,-0.68,10,healthy,healthy_not_in_estrus
cow_5,Cross Breed,427,1.11,none,not_in_estrus,0.34,-0.3,-0.25,-0.65,0.28,1.33,7,healthy,healthy_not_in_estrus
cow_9,Normal Breed,473,4.31,restless,in_estrus,0.08,0.77,-0.26,3.64,-1.92,4.2,20,unhealthy,unhealthy_in_estrus
cow_12,Cross Breed,502,1.73,standing_mount,in_estrus,1.62,-0.49,-2.18,-2.75,-0.76,3.65,29,healthy,healthy_in_estrus
cow_5,Cross Breed,426,4.64,none,not_in_estrus,-0.21,-0.15,-0.44,-1.72,1.3,-2.64,6,unhealthy,unhealthy_not_in_estrus
cow_19,Normal Breed,149,1.5,bellowing,in_estrus,2.42,-1.02,-0.06,2.1,-4.22,16.97,20,unhealthy,unhealthy_in_estrus
cow_2,Normal Breed,285,1.73,mounting_others,in_estrus,-1.97,-1.48,1.75,-0.66,8.37,3.48,22,unhealthy,unhealthy_in_estrus
cow_5,Normal Breed,580,2.61,none,not_in_estrus,-0.31,0.04,0,1.43,2.33,-2.43,6,unhealthy,unhealthy_not_in_estrus
cow_17,Normal Breed,283,1.57,none,not_in_estrus,-0.78,-0.11,-0.08,0.08,-0.3,-1.21,5,unhealthy,unhealthy_not_in_estrus
cow_15,Cross Breed,491,2.31,standing_mount,in_estrus,0.87,-0.11,-1.24,-0.98,-0.99,-2.66,22,unhealthy,unhealthy_in_estrus
cow_4,Normal Breed,599,1.02,none,not_in_estrus,-0.28,0.35,-1.22,-0.18,-0.06,1.69,6,healthy,healthy_not_in_estrus
cow_16,Normal Breed,463,0.78,none,not_in_estrus,-0.29,0.23,0.03,0.13,0.68,1.78,8,healthy,healthy_not_in_estrus
cow_2,Normal Breed,128,1.71,none,not_in_estrus,0.45,-0.44,-0.65,-1.26,0,-1.05,9,unhealthy,unhealthy_not_in_estrus
cow_14,Normal Breed,442,0.67,none,not_in_estrus,0.55,0.91,-0.81,1.61,-0.64,0.01,5,healthy,healthy_not_in_estrus
cow_5,Normal Breed,331,1.05,none,not_in_estrus,0.51,0.63,0.42,-0.75,0.75,2.23,6,unhealthy,unhealthy_not_in_estrus
cow_2,Cross Breed,554,3.68,none,not_in_estrus,-0.37,-0.65,0.1,0.31,2.5,2,7,unhealthy,unhealthy_not_in_estrus
cow_19,Cross Breed,415,1,none,not_in_estrus,-0.51,1,-0.9,1.83,1.84,-0.71,5,healthy,healthy_not_in_estrus
cow_20,Cross Breed,558,1.83,none,not_in_estrus,-0.16,-0.48,-0.09,0.13,-1.36,2.56,6,healthy,healthy_not_in_estrus
cow_14,Normal Breed,378,0.55,restless,in_estrus,1.66,-1.64,-0.21,-4.31,-1.9,-0.27,26,healthy,healthy_in_estrus
cow_9,Normal Breed,543,0.57,standing_mount,in_estrus,1.28,-0.47,0.77,-4.84,-0.64,-0.37,33,healthy,healthy_in_estrus
cow_3,Normal Breed,301,1.73,standing_mount,in_estrus,1.2,-1.19,1.52,2.51,-4.18,-3.82,37,unhealthy,unhealthy_in_estrus
cow_12,Cross Breed,267,1.11,none,not_in_estrus,-0.56,0.14,-0.4,0.23,-1.18,-0.86,6,unhealthy,unhealthy_not_in_estrus
cow_4,Cross Breed,582,2.53,none,not_in_estrus,0.08,-0.39,-0.05,2.63,0.33,2.21,10,unhealthy,unhealthy_not_in_estrus
cow_5,Cross Breed,508,1.16,none,not_in_estrus,-0.08,0.54,-0.03,2.21,1.83,-2.84,10,healthy,healthy_not_in_estrus
cow_6,Cross Breed,418,2.4,bellowing,in_estrus,-0.83,-0.58,1.26,-2.13,3.48,1.08,29,unhealthy,unhealthy_in_estrus
cow_2,Cross Breed,438,1.73,none,not_in_estrus,-0.02,-0.26,0.45,-1.04,0.36,1.12,5,healthy,healthy_not_in_estrus
cow_20,Normal Breed,472,3.74,none,not_in_estrus,-0.01,0.37,-0.39,0.17,0.82,0.71,8,unhealthy,unhealthy_not_in_estrus
cow_9,Normal Breed,266,1.49,mounting_others,in_estrus,0.3,-1.61,0.62,2.27,-0.59,5.54,21,unhealthy,unhealthy_in_estrus
cow_15,Cross Breed,106,0.7,standing_mount,in_estrus,0.09,-0.82,-0.26,8.09,-0.5,1.64,24,unhealthy,unhealthy_in_estrus
cow_12,Cross Breed,162,1.13,none,not_in_estrus,-0.67,0.18,-0.36,-2.43,-0.31,1.32,10,unhealthy,unhealthy_not_in_estrus
cow_12,Normal Breed,580,1.87,none,not_in_estrus,0.14,1.49,-0.46,0.93,0.06,2.62,9,healthy,healthy_not_in_estrus
cow_19,Normal Breed,455,1.15,none,not_in_estrus,0.06,-0.12,-0.54,-1.8,-0.66,-0.94,8,healthy,healthy_not_in_estrus
cow_17,Cross Breed,542,1.93,none,not_in_estrus,0.12,-0.24,0.21,-1.62,-1.73,0.45,6,healthy,healthy_not_in_estrus
cow_3,Cross Breed,221,1.44,restless,in_estrus,2.68,-2.05,-1.3,8.29,-1.37,1.26,34,unhealthy,unhealthy_in_estrus
cow_20,Normal Breed,169,1.34,none,not_in_estrus,0.18,0.14,0.3,0.03,-0.2,0.99,9,unhealthy,unhealthy_not_in_estrus
cow_6,Cross Breed,597,0.75,none,not_in_estrus,-0.59,0.48,0.64,-2.31,-1.77,-3,9,healthy,healthy_not_in_estrus
cow_15,Normal Breed,497,1.45,none,not_in_estrus,-0.15,-1.15,0.43,1.27,-0.21,0.03,8,healthy,healthy_not_in_estrus
cow_7,Normal Breed,566,1.89,none,not_in_estrus,0.08,-0.21,0.51,1.21,0.75,-1.63,9,healthy,healthy_not_in_estrus
cow_6,Normal Breed,116,0.84,none,not_in_estrus,1.1,-0.27,-0.7,1.57,0.36,-1.5,7,unhealthy,unhealthy_not_in_estrus
cow_10,Cross Breed,485,4.95,mounting_others,in_estrus,0.61,2.2,0.37,1.51,4.12,-9.92,39,unhealthy,unhealthy_in_estrus
cow_6,Cross Breed,480,1.72,mounting_others,in_estrus,-2.1,0.89,-0.34,-1.2,0.64,0.94,29,healthy,healthy_in_estrus
cow_15,Normal Breed,522,4.92,none,not_in_estrus,-0.57,-0.13,0.93,0.1,-1.76,-0.02,8,unhealthy,unhealthy_not_in_estrus
cow_12,Normal Breed,511,1.33,mounting_others,in_estrus,1.66,0.22,0.63,0.51,1.22,-2.73,26,healthy,healthy_in_estrus
cow_7,Normal Breed,351,2.16,restless,in_estrus,-2.67,-0.87,-1.15,5.2,1.43,5.54,22,unhealthy,unhealthy_in_estrus
cow_3,Cross Breed,148,1.09,none,not_in_estrus,-0.35,-0.24,-0.85,0.83,-0.51,-2.01,7,unhealthy,unhealthy_not_in_estrus
cow_18,Normal Breed,337,1.22,mounting_others,in_estrus,1.59,-0.23,-1.61,-3.37,-6.55,-10.18,40,unhealthy,unhealthy_in_estrus
cow_7,Normal Breed,94,1.92,mounting_others,in_estrus,1.24,-0.13,1.81,7.8,-6.79,-1.28,27,unhealthy,unhealthy_in_estrus
cow_17,Normal Breed,535,2.11,none,not_in_estrus,-0.28,-0.07,0.06,1.28,-1.57,-1.44,6,unhealthy,unhealthy_not_in_estrus
cow_13,Cross Breed,411,2.82,bellowing,in_estrus,-0.23,-0.2,-1.15,5.54,-0.98,-3.77,21,unhealthy,unhealthy_in_estrus
cow_17,Normal Breed,342,4.95,mounting_others,in_estrus,0.16,3.38,-1.07,-6.04,1.7,-10.83,27,unhealthy,unhealthy_in_estrus
cow_18,Cross Breed,470,1.12,mounting_others,in_estrus,-2.36,-1.88,0.84,7.83,-3.6,-1.61,34,healthy,healthy_in_estrus
cow_10,Normal Breed,207,1.44,none,not_in_estrus,-0.55,-0.03,-0.09,2.69,0.33,2.16,8,unhealthy,unhealthy_not_in_estrus
cow_10,Cross Breed,411,1.95,restless,in_estrus,-0.08,0.38,-0.3,7.82,-1.92,10.01,26,healthy,healthy_in_estrus
cow_2,Normal Breed,520,1.93,none,not_in_estrus,0.18,0.08,-0.5,-0.46,-1.68,-2.41,10,healthy,healthy_not_in_estrus
cow_4,Normal Breed,458,1.23,none,not_in_estrus,-0.2,-0.69,0.04,1.99,-1.21,0.03,10,healthy,healthy_not_in_estrus
cow_16,Normal Breed,369,1.36,restless,in_estrus,-0.13,2.54,0.35,1.67,-0.61,-8.34,32,healthy,healthy_in_estrus
cow_18,Cross Breed,415,1.23,none,not_in_estrus,0.43,0.03,-0.67,-0.9,-0.57,2.92,9,healthy,healthy_not_in_estrus
cow_5,Normal Breed,544,3.66,none,not_in_estrus,-0.48,-0.43,0.1,-1.92,1.03,1.96,8,unhealthy,unhealthy_not_in_estrus
cow_10,Cross Breed,105,0.74,none,not_in_estrus,-0.16,-0.03,0.61,-2.07,4.4,-1.55,5,unhealthy,unhealthy_not_in_estrus
cow_8,Normal Breed,248,1.25,none,not_in_estrus,0.28,-0.14,0.11,1.91,-1.43,1.41,6,unhealthy,unhealthy_not_in_estrus
cow_3,Cross Breed,426,3.02,standing_mount,in_estrus,0.57,1.23,-0.67,3.07,-1.57,2.21,23,unhealthy,unhealthy_in_estrus
cow_14,Cross Breed,129,1.59,none,not_in_estrus,-0.52,0.01,0.36,-2.73,1.48,-1.12,8,unhealthy,unhealthy_not_in_estrus
cow_18,Normal Breed,434,2.44,none,not_in_estrus,0.55,0.15,-0.12,-0.79,-0.29,1.22,10,unhealthy,unhealthy_not_in_estrus
cow_7,Cross Breed,466,1.08,none,not_in_estrus,0.31,-0.06,0.25,-1.48,0.7,-0.93,6,healthy,healthy_not_in_estrus
cow_18,Normal Breed,418,3.24,none,not_in_estrus,-0.46,1.13,0.23,-3.2,0.52,-0.53,8,unhealthy,unhealthy_not_in_estrus
cow_6,Normal Breed,499,1.31,restless,in_estrus,-3.89,-2.2,2.81,-4.1,3.81,0.5,25,healthy,healthy_in_estrus
cow_5,Normal Breed,434,1.61,standing_mount,in_estrus,0.5,-1.06,0.69,-2.53,-2.53,3.14,33,healthy,healthy_in_estrus
cow_20,Normal Breed,526,2.41,none,not_in_estrus,-0.42,-0.35,-0.19,-1.25,-0.51,-0.22,8,unhealthy,unhealthy_not_in_estrus
cow_18,Cross Breed,104,0.97,none,not_in_estrus,0.54,-0.56,-0.36,1.77,-2.87,1.52,6,unhealthy,unhealthy_not_in_estrus
cow_9,Normal Breed,476,1.38,none,not_in_estrus,-0.05,-0.29,0.47,0.13,0.45,-2.79,6,healthy,healthy_not_in_estrus
cow_2,Cross Breed,551,2.48,none,not_in_estrus,-0.22,-0.41,0.07,0.52,-1.68,0.88,5,unhealthy,unhealthy_not_in_estrus
cow_12,Normal Breed,442,1.01,bellowing,in_estrus,3.29,1.2,-1.22,-1.43,-1.1,-4.64,20,healthy,healthy_in_estrus
cow_2,Cross Breed,337,0.88,standing_mount,in_estrus,-4.29,1.47,2.83,2.86,4.28,0.66,39,unhealthy,unhealthy_in_estrus
cow_6,Normal Breed,518,2.37,bellowing,in_estrus,-0.13,0.64,1.13,1.73,-0.87,-2.54,22,unhealthy,unhealthy_in_estrus
cow_9,Normal Breed,410,4.74,none,not_in_estrus,0.93,-0.64,0.76,-1,0.01,0.6,5,unhealthy,unhealthy_not_in_estrus
cow_3,Cross Breed,80,1.96,standing_mount,in_estrus,1.27,0.77,1.16,4.92,6.84,-0.44,22,unhealthy,unhealthy_in_estrus
cow_12,Cross Breed,560,2,mounting_others,in_estrus,0.15,0.34,-0.96,-3.36,3.02,-0.67,32,healthy,healthy_in_estrus
cow_4,Normal Breed,263,1.76,none,not_in_estrus,0.19,-0.71,0.88,1.05,-2.11,-1.1,8,unhealthy,unhealthy_not_in_estrus
cow_15,Normal Breed,491,0.87,none,not_in_estrus,-0.38,-0.58,-0.23,-2.11,0.25,-2.44,6,healthy,healthy_not_in_estrus
cow_17,Normal Breed,454,1.66,none,not_in_estrus,-0.22,0.8,-0.3,-1.68,0.3,1.52,7,healthy,healthy_not_in_estrus
cow_6,Normal Breed,534,4.73,none,not_in_estrus,-0.48,-0.23,0.71,-2.64,0.18,0.32,7,unhealthy,unhealthy_not_in_estrus
cow_7,Cross Breed,589,1.72,none,not_in_estrus,0.86,0.1,0.31,3.35,1.24,1.17,10,healthy,healthy_not_in_estrus
cow_8,Normal Breed,294,0.59,none,not_in_estrus,0.26,-0.25,0.48,-0.19,-2.93,0.11,7,unhealthy,unhealthy_not_in_estrus
cow_19,Normal Breed,523,0.79,mounting_others,in_estrus,0.37,0.55,-1.12,1.36,-1.91,-0.19,37,healthy,healthy_in_estrus
cow_2,Normal Breed,445,1.63,none,not_in_estrus,-0.1,-0.4,-0.86,-1.82,-0.02,0.55,7,healthy,healthy_not_in_estrus
cow_8,Normal Breed,516,2.38,none,not_in_estrus,0.09,0.41,-0.4,-0.6,0.13,-1.34,5,unhealthy,unhealthy_not_in_estrus
cow_4,Cross Breed,447,1.48,none,not_in_estrus,-0.39,-0.77,-1.27,0.12,1.41,-0.54,5,healthy,healthy_not_in_estrus
cow_15,Cross Breed,294,1.14,none,not_in_estrus,-0.3,0.48,0,0.59,-0.45,2.97,6,unhealthy,unhealthy_not_in_estrus
cow_16,Normal Breed,193,1.46,none,not_in_estrus,-0.39,-0.29,-0.28,1.28,0.83,2.29,8,unhealthy,unhealthy_not_in_estrus
cow_2,Normal Breed,115,1,none,not_in_estrus,0.08,0.35,-0.91,0.38,0.22,1.2,10,unhealthy,unhealthy_not_in_estrus
cow_10,Normal Breed,448,3.68,bellowing,in_estrus,-1.74,0.32,-1.77,4.25,-0.44,7.83,24,unhealthy,unhealthy_in_estrus
cow_8,Normal Breed,562,0.87,none,not_in_estrus,0.26,0.19,0.55,-1.74,2.5,-1.49,10,healthy,healthy_not_in_estrus
cow_12,Normal Breed,203,0.59,none,not_in_estrus,-0.76,-0.42,-0.55,2.04,0.38,-1.47,7,unhealthy,unhealthy_not_in_estrus
cow_15,Normal Breed,437,2.37,none,not_in_estrus,0.69,0.12,-0.03,1.59,0.62,0.67,6,unhealthy,unhealthy_not_in_estrus
cow_14,Cross Breed,340,1.93,none,not_in_estrus,-0.58,-0.66,-1,-0.45,-1.47,-0.58,6,unhealthy,unhealthy_not_in_estrus
cow_20,Cross Breed,444,3.36,standing_mount,in_estrus,0.59,-1.03,0.4,6.61,5.69,-3.23,31,unhealthy,unhealthy_in_estrus
cow_18,Normal Breed,569,0.95,none,not_in_estrus,-0.07,-0.19,-0.34,-0.61,1.86,0.68,6,healthy,healthy_not_in_estrus
cow_9,Normal Breed,230,0.84,none,not_in_estrus,1.04,0.33,-0.6,-0.61,3.21,-0.85,8,unhealthy,unhealthy_not_in_estrus
cow_3,Cross Breed,440,1.92,standing_mount,in_estrus,0.42,-0.49,-0.87,1.52,2.44,-8.92,38,healthy,healthy_in_estrus
cow_10,Cross Breed,440,1.32,standing_mount,in_estrus,1.2,-0.21,-3.54,8.65,0.5,8.64,32,healthy,healthy_in_estrus
cow_7,Cross Breed,112,1.33,mounting_others,in_estrus,-1.58,1.02,-0.31,-1.2,-0.14,-5.32,39,unhealthy,unhealthy_in_estrus
cow_4,Cross Breed,501,1.33,restless,in_estrus,-0.51,-0.08,-0.59,-3.22,1.57,0.22,38,healthy,healthy_in_estrus
cow_14,Cross Breed,524,1.27,restless,in_estrus,1.22,3.29,-2.27,3.59,-6.64,-1.73,22,healthy,healthy_in_estrus
cow_19,Cross Breed,385,1.23,bellowing,in_estrus,2.25,-1.34,-1.36,4.36,1.72,-5.08,22,healthy,healthy_in_estrus
cow_5,Normal Breed,504,3.74,none,not_in_estrus,-0.27,-0.45,-0.44,0.47,0.71,-2.58,7,unhealthy,unhealthy_not_in_estrus
cow_5,Normal Breed,505,4.46,none,not_in_estrus,0.51,0.16,0.39,1.62,0.24,1.07,7,unhealthy,unhealthy_not_in_estrus
cow_9,Cross Breed,555,0.77,none,not_in_estrus,0.93,0.23,-0.11,-0.59,-0.87,-1.25,6,healthy,healthy_not_in_estrus
cow_3,Cross Breed,575,3.39,none,not_in_estrus,-0.04,0.71,-0.29,1.84,0.12,1.75,10,unhealthy,unhealthy_not_in_estrus
cow_18,Cross Breed,456,0.87,standing_mount,in_estrus,-0.64,-0.52,-0.04,1.2,-0.28,-0.42,20,healthy,healthy_in_estrus
cow_15,Cross Breed,491,4.19,none,not_in_estrus,-0.14,0.36,-0.38,2.03,-0.72,-3.63,9,unhealthy,unhealthy_not_in_estrus
cow_14,Cross Breed,173,1.77,restless,in_estrus,0.4,0.55,3.7,-13.96,-0.41,2.52,23,unhealthy,unhealthy_in_estrus
cow_14,Cross Breed,229,0.51,none,not_in_estrus,0.64,-0.04,-0.09,1.19,-2.66,1.02,10,unhealthy,unhealthy_not_in_estrus
cow_12,Cross Breed,231,1.27,none,not_in_estrus,0.16,-0.57,0.94,0.68,-0.04,-0.2,6,unhealthy,unhealthy_not_in_estrus
cow_3,Cross Breed,468,1.31,bellowing,in_estrus,-1.15,-1.66,0.99,-5.16,-4.27,-1.04,21,healthy,healthy_in_estrus
cow_18,Cross Breed,502,1.16,none,not_in_estrus,-0.37,-1.23,-0.77,-0.26,1.36,2.03,10,healthy,healthy_not_in_estrus
cow_15,Normal Breed,175,1.57,mounting_others,in_estrus,4.42,1.88,0.21,-2.65,7.53,-7.89,35,unhealthy,unhealthy_in_estrus
cow_16,Normal Breed,457,1.53,restless,in_estrus,1.55,1.26,-1.49,8.12,1.84,9.76,38,healthy,healthy_in_estrus
cow_1,Cross Breed,505,3.21,none,not_in_estrus,-0.25,-0.3,-0.01,-0.24,-1.22,0.06,6,unhealthy,unhealthy_not_in_estrus
cow_20,Normal Breed,437,1.9,none,not_in_estrus,-0.69,-0.51,0.15,1.4,-0.05,1.5,9,healthy,healthy_not_in_estrus
cow_5,Normal Breed,452,4.81,none,not_in_estrus,0.75,0.09,-0.28,2.02,0.22,0.77,7,unhealthy,unhealthy_not_in_estrus
cow_19,Normal Breed,286,1.27,none,not_in_estrus,-0.17,0.45,-0.59,-1.6,0.34,2.68,10,unhealthy,unhealthy_not_in_estrus
cow_4,Normal Breed,519,1.2,mounting_others,in_estrus,0.34,0.32,2.25,3.99,-2.02,1.59,40,healthy,healthy_in_estrus
cow_16,Normal Breed,555,1.28,none,not_in_estrus,0,-0.47,0.37,0.68,-2.44,0.66,9,healthy,healthy_not_in_estrus
cow_4,Normal Breed,150,0.6,none,not_in_estrus,0.37,0.1,0.94,0.89,0.33,1.33,6,unhealthy,unhealthy_not_in_estrus
cow_4,Cross Breed,408,1.78,none,not_in_estrus,-0.02,0.39,0.07,-1.31,-2.41,2.56,7,healthy,healthy_not_in_estrus
cow_7,Cross Breed,442,0.54,none,not_in_estrus,0.81,0.02,-0.79,0.14,-1.02,2.57,9,healthy,healthy_not_in_estrus
cow_8,Cross Breed,419,4.31,bellowing,in_estrus,-0.8,2.2,1.15,8.7,-5.17,8.6,26,unhealthy,unhealthy_in_estrus
cow_16,Cross Breed,473,0.7,none,not_in_estrus,-0.98,-0.58,0.04,0.69,-1.74,1.93,5,healthy,healthy_not_in_estrus
cow_14,Normal Breed,336,1.75,none,not_in_estrus,-0.36,0.85,-0.13,-0.97,0.94,-1.76,9,unhealthy,unhealthy_not_in_estrus
cow_11,Normal Breed,443,1.91,none,not_in_estrus,0.68,-0.59,-0.18,0.88,0.34,0.18,10,healthy,healthy_not_in_estrus
cow_1,Normal Breed,429,1.7,none,not_in_estrus,-0.27,0.6,0.48,0.52,0.15,0.61,6,healthy,healthy_not_in_estrus
cow_13,Cross Breed,419,0.8,none,not_in_estrus,-0.54,0.46,0.22,0.54,-2.52,1.08,8,healthy,healthy_not_in_estrus
cow_4,Cross Breed,570,1.73,none,not_in_estrus,0.24,0.64,0.28,-1.54,-0.18,-1.54,9,healthy,healthy_not_in_estrus
cow_13,Cross Breed,395,1.94,restless,in_estrus,-1.09,0.29,1.59,7.68,-5.98,6.66,38,healthy,healthy_in_estrus
cow_10,Normal Breed,401,4.8,none,not_in_estrus,-0.78,0.18,-0.04,3.67,-1.28,-0.08,5,unhealthy,unhealthy_not_in_estrus
cow_8,Cross Breed,476,0.71,bellowing,in_estrus,0.05,1.95,-1.49,5.11,1.86,-6.23,33,healthy,healthy_in_estrus
cow_19,Normal Breed,469,2.11,none,not_in_estrus,-0.98,0.83,-0.68,-1.42,0.21,0.04,9,unhealthy,unhealthy_not_in_estrus
cow_6,Cross Breed,551,1.88,none,not_in_estrus,-0.69,-0.55,0.9,-0.75,-0.45,0.74,5,healthy,healthy_not_in_estrus
cow_2,Cross Breed,550,0.97,restless,in_estrus,0.05,0.55,-1.42,2.18,1.31,-3.81,33,healthy,healthy_in_estrus
cow_2,Cross Breed,109,0.54,none,not_in_estrus,-0.33,0.69,0.28,1.57,2.08,0.97,7,unhealthy,unhealthy_not_in_estrus
cow_2,Cross Breed,490,3.01,none,not_in_estrus,-0.13,-1.1,0.53,0.63,-1.56,-0.44,8,unhealthy,unhealthy_not_in_estrus
cow_1,Normal Breed,576,1.18,none,not_in_estrus,0.03,0.62,-0.74,-0.41,0.26,-2.25,10,healthy,healthy_not_in_estrus
cow_17,Cross Breed,397,1.46,restless,in_estrus,1.34,1.18,2.02,1.67,-5.95,3.73,31,healthy,healthy_in_estrus
cow_8,Normal Breed,526,2.1,none,not_in_estrus,0.18,1.01,-0.22,3.51,-0.42,-0.62,8,unhealthy,unhealthy_not_in_estrus
cow_19,Cross Breed,463,4.28,standing_mount,in_estrus,1.56,1.37,-1.23,2.44,-0.84,-0.07,25,unhealthy,unhealthy_in_estrus
cow_7,Normal Breed,240,1.82,bellowing,in_estrus,0.64,-1.63,-1.02,2.68,3.42,-3.49,24,unhealthy,unhealthy_in_estrus
cow_8,Cross Breed,465,3.74,standing_mount,in_estrus,-0.67,2.51,3.18,1.76,0.45,-4.3,35,unhealthy,unhealthy_in_estrus
cow_7,Normal Breed,417,2.59,none,not_in_estrus,0.38,0.01,-0.28,0.59,1.85,-2.03,7,unhealthy,unhealthy_not_in_estrus
cow_19,Cross Breed,333,1.75,bellowing,in_estrus,0.92,-1.27,1.06,4.64,0.62,-2.94,32,unhealthy,unhealthy_in_estrus
cow_14,Cross Breed,521,0.54,bellowing,in_estrus,0.74,-1.24,-0.39,-0.25,3.52,2.73,29,healthy,healthy_in_estrus
cow_19,Normal Breed,508,3.92,none,not_in_estrus,-0.22,-0.47,-0.31,0.79,1.83,-0.86,6,unhealthy,unhealthy_not_in_estrus
cow_10,Cross Breed,486,4.93,none,not_in_estrus,-0.24,-0.1,0.14,-0.08,1.22,0.87,9,unhealthy,unhealthy_not_in_estrus
cow_9,Cross Breed,525,1.24,none,not_in_estrus,-0.16,-0.36,0.29,-2.08,-3.03,-1.35,10,healthy,healthy_not_in_estrus
cow_4,Cross Breed,511,1.54,restless,in_estrus,0.34,1.89,0.01,-0.44,-0.49,-0.42,39,healthy,healthy_in_estrus
cow_11,Normal Breed,600,2.57,none,not_in_estrus,0.62,0.04,0.17,0.67,-2.71,0.26,5,unhealthy,unhealthy_not_in_estrus
cow_20,Normal Breed,242,1.39,mounting_others,in_estrus,2.69,0.51,-3.09,-5.76,-5.62,9.42,29,unhealthy,unhealthy_in_estrus
cow_2,Normal Breed,588,1.75,none,not_in_estrus,0.2,0.18,-0.19,1.01,0.91,0.02,7,healthy,healthy_not_in_estrus
cow_1,Cross Breed,463,1.13,none,not_in_estrus,-0.91,0,-0.08,1.11,0.27,-0.19,8,healthy,healthy_not_in_estrus
cow_13,Normal Breed,242,1.92,standing_mount,in_estrus,-1.71,-4.27,2.75,5.96,-0.66,-3.16,36,unhealthy,unhealthy_in_estrus
cow_10,Cross Breed,472,0.91,mounting_others,in_estrus,0.38,1.54,0.72,2.59,2.07,-3.33,25,healthy,healthy_in_estrus
cow_1,Normal Breed,352,2.27,bellowing,in_estrus,-3.35,0.31,-0.34,-5.23,-2.06,-2.55,33,unhealthy,unhealthy_in_estrus
cow_6,Cross Breed,174,1.06,none,not_in_estrus,-0.13,0.09,0.39,1.44,1.85,0.75,6,unhealthy,unhealthy_not_in_estrus
cow_20,Cross Breed,475,3.08,none,not_in_estrus,-0.42,0.62,-0.13,1.07,-0.61,-0.94,7,unhealthy,unhealthy_not_in_estrus
